spot	row	col	min	max	mean	std_deviation	mean_minus_min	normalized_mean
0	0	0	2385.0	7053.0	4861.942307692308	1494.4618979392078	2615.5705128205127	0.13568668712241957
0	0	1	3820.0	7269.0	6038.339743589743	917.4238088909257	3791.9679487179483	0.19671408823197842
0	0	2	3791.0	7192.0	5923.416666666667	944.8720613742324	3677.044871794872	0.19075227932444802
0	0	3	2032.0	5664.0	2889.9871794871797	927.4295381438262	643.6153846153848	0.03338852418293655
0	0	4	1909.0	2704.0	2246.371794871795	151.0711525567412	0.0	0.0
0	0	5	2110.0	3717.0	2879.698717948718	399.73170711836843	633.3269230769229	0.03285479463716532
0	0	6	5730.0	10901.0	9096.96794871795	1300.6929141925098	6850.596153846154	0.3553850650834131
0	0	7	5224.0	10776.0	8401.00641025641	1485.6910480585202	6154.634615384615	0.3192810047816181
0	0	8	5332.0	11086.0	8737.26923076923	1682.0397461690102	6490.897435897436	0.3367251485713506
0	0	9	5394.0	10073.0	8382.96794871795	1174.3979015751656	6136.596153846154	0.3183452322322099
0	0	10	4658.0	9685.0	7539.25	1432.6483422601113	5292.878205128205	0.2745760840612395
0	0	11	5815.0	12331.0	9919.49358974359	1888.7882495323681	7673.121794871795	0.39805483015262666
0	0	12	7658.0	16710.0	13081.339743589744	2482.573785400676	10834.96794871795	0.5620803946339729
0	0	13	5029.0	15592.0	9301.01923076923	2478.3433032290036	7054.647435897436	0.3659705348036556
0	0	14	4796.0	8502.0	7060.602564102564	936.1964756532899	4814.2307692307695	0.24974552240816109
0	0	15	3968.0	9397.0	6635.955128205128	1346.954669558148	4389.583333333333	0.2277162926513921
0	0	16	3556.0	8227.0	5754.852564102564	1374.1068221821681	3508.4807692307695	0.1820077608598998
0	0	17	3921.0	8923.0	6729.134615384615	1674.6324588053246	4482.76282051282	0.23255011986468205
0	0	18	3932.0	8183.0	6730.74358974359	1231.7140161988004	4484.371794871795	0.23263358784972168
0	0	19	3932.0	7181.0	5825.621794871795	1068.9758399330776	3579.25	0.1856790220345504
0	0	20	3406.0	8557.0	5937.294871794872	1664.8017230306407	3690.923076923077	0.19147223226313628
0	0	21	4365.0	11035.0	7834.294871794872	2319.039776865246	5587.923076923077	0.2898819842501565
0	0	22	4135.0	9196.0	6594.173076923077	1731.6043769401294	4347.801282051282	0.22554878537454676
0	0	23	3909.0	9054.0	5845.153846153846	1463.8912578768743	3598.782051282051	0.18669227681708303
0	1	0	2844.0	5411.0	4529.679487179487	731.1328372060892	2283.3076923076924	0.11845004939908037
0	1	1	5278.0	10953.0	8850.929487179486	1559.0809414820767	6604.5576923076915	0.34262144674958694
0	1	2	6234.0	12509.0	9890.711538461539	1592.109908710574	7644.339743589744	0.3965617175915595
0	1	3	5305.0	11846.0	9849.070512820514	1398.8248575474481	7602.698717948719	0.39440152623372166
0	1	4	4909.0	11268.0	9349.51923076923	1748.4669689654636	7103.147435897436	0.36848654585867435
