spot	row	col	min	max	mean	std_deviation	mean_minus_min	normalized_mean
0	0	0	2162.0	7053.0	4551.455128205128	1618.71248455399	2259.2756410256407	0.11748252913754854
0	0	1	3231.0	7269.0	5816.99358974359	1159.4496775614512	3524.8141025641025	0.18329063881773136
0	0	2	3284.0	7192.0	5699.25641025641	1191.650196951323	3407.076923076923	0.17716829528049213
0	0	3	2032.0	5664.0	2889.9871794871797	927.4295381438262	597.8076923076924	0.031086051810086352
0	0	4	1961.0	2926.0	2292.1794871794873	191.2753289043761	0.0	0.0
0	0	5	2110.0	3737.0	2873.1346153846152	416.33507111364753	580.955128205128	0.030209717016195015
0	0	6	5596.0	10901.0	8887.5	1515.570083308375	6595.320512820513	0.34295723826206376
0	0	7	4975.0	10776.0	8419.192307692309	1462.0677099866505	6127.012820512821	0.31860519767532947
0	0	8	4700.0	11086.0	8657.99358974359	1795.839225136618	6365.8141025641025	0.3310228850381417
0	0	9	4954.0	10073.0	8191.166666666667	1358.0309599460695	5898.98717948718	0.30674784457974097
0	0	10	4449.0	9685.0	7549.557692307692	1447.9878997907567	5257.378205128205	0.2733841223068705
0	0	11	5368.0	12331.0	9460.78205128205	2184.774024765186	7168.6025641025635	0.3727679546132577
0	0	12	6878.0	16710.0	12926.00641025641	2706.734672452292	10633.826923076922	0.5529599215998693
0	0	13	5029.0	15592.0	9301.01923076923	2478.3433032290036	7008.839743589743	0.3644602741004568
0	0	14	3601.0	8502.0	6646.538461538462	1325.2577467365961	4354.358974358975	0.2264270440450734
0	0	15	4178.0	9397.0	6680.75	1304.9901723767885	4388.570512820513	0.22820604701007835
0	0	16	3556.0	8227.0	5754.852564102564	1374.1068221821681	3462.673076923077	0.1800593000988335
0	0	17	3691.0	8923.0	6372.801282051282	1774.7657816205633	4080.621794871795	0.21219268698781166
0	0	18	3904.0	8358.0	6705.576923076923	1273.2777060112653	4413.397435897436	0.2294970491617486
0	0	19	4012.0	7154.0	5655.115384615385	1077.7210600961132	3362.9358974358975	0.17487295812159687
0	0	20	3186.0	8557.0	5855.865384615385	1695.6264808049407	3563.6858974358975	0.1853119755199592
0	0	21	4365.0	11035.0	7834.294871794872	2319.039776865246	5542.115384615385	0.2881904803174672
0	0	22	3965.0	9186.0	6324.057692307692	1680.471037039182	4031.878205128205	0.2096580160966935
0	0	23	3909.0	9196.0	6061.910256410257	1594.3824180916993	3769.7307692307695	0.19602632671054454
0	1	0	3494.0	5411.0	4688.897435897436	513.7830366677908	2396.7179487179483	0.12462954104923506
0	1	1	5627.0	10953.0	8845.455128205129	1548.23296714486	6553.275641025642	0.3407709012848355
0	1	2	5808.0	12509.0	9791.192307692309	1750.9742177331605	7499.012820512821	0.38994931658219434
0	1	3	6915.0	11846.0	9989.679487179486	1089.598096886095	7697.499999999999	0.4002706671177785
0	1	4	6428.0	11268.0	9770.96794871795	1160.8164725041834	7478.788461538462	0.38889764816274697
0	1	5	5585.0	9280.0	7824.589743589743	1075.1114383157465	5532.410256410256	0.28768581280968797
0	1	6	4835.0	8282.0	7149.679487179487	1000.7996608337238	4857.5	0.25259042098403495
0	1	7	4481.0	9329.0	7361.26282051282	1560.9972706147928	5069.083333333333	0.26359277265462105
0	1	8	4924.0	7608.0	6741.858974358975	676.5457183485204	4449.679487179487	0.23138371897286497
0	1	9	4532.0	7697.0	6474.673076923077	853.4572511429825	4182.49358974359	0.21749002915004859
0	1	10	4715.0	6911.0	6202.9807692307695	550.7485635686696	3910.801282051282	0.20336200560334267
0	1	11	4981.0	9469.0	8007.711538461538	1293.5280138847843	5715.532051282051	0.29720816201360334
0	1	12	4483.0	8298.0	6800.2307692307695	1050.2973333001796	4508.051282051282	0.2344190573650956
0	1	13	5073.0	11473.0	8597.692307692309	1788.3604443478916	6305.512820512821	0.3278872131453553
0	1	14	4275.0	7865.0	6440.961538461538	1026.1584980047164	4148.782051282051	0.215737026228377
0	1	15	2667.0	6879.0	3973.9102564102564	947.6505029625083	1681.730769230769	0.0874501457502429
0	1	16	2880.0	5640.0	4460.102564102564	776.4252092389646	2167.923076923077	0.11273218788697982
0	1	17	3395.0	5977.0	4883.294871794872	852.6414155185067	2591.1153846153848	0.13473822456370763
0	1	18	3174.0	5263.0	4361.51282051282	648.5887457587409	2069.333333333333	0.10760551267585444
0	1	19	3756.0	8829.0	6113.858974358975	1576.5125269801674	3821.6794871794873	0.19872766454610757
0	1	20	3678.0	6784.0	5449.0641025641025	933.7268280459429	3156.8846153846152	0.16415827359712265
0	1	21	4677.0	11516.0	7994.2307692307695	2160.3243240568445	5702.051282051282	0.29650716084526807
0	1	22	5321.0	15480.0	9888.23076923077	3135.7539420547114	7596.051282051282	0.39499532499220835
0	1	23	4878.0	11277.0	8344.25641025641	1793.376170430599	6052.076923076923	0.3147085245142075
0	2	0	4112.0	7271.0	6151.288461538462	752.68616610125	3859.1089743589746	0.20067400112333522
0	2	1	3763.0	5057.0	4556.75	313.39910914503764	2264.5705128205127	0.11775786292977154
0	2	2	4335.0	6055.0	5312.602564102564	404.96337834406035	3020.423076923077	0.1570622617704363
0	2	3	4402.0	7071.0	6066.4807692307695	733.0330668170068	3774.301282051282	0.19626399377332296
0	2	4	5146.0	7497.0	6710.942307692308	580.5998148787346	4418.76282051282	0.22977604962674936
0	2	5	6849.0	12281.0	10662.333333333334	1320.98544512669	8370.153846153848	0.4352487254145424
0	2	6	4980.0	8807.0	7379.198717948718	723.9276689931319	5087.0192307692305	0.26452544087573476
0	2	7	4787.0	8750.0	7708.50641025641	944.2713148707185	5416.326923076923	0.28164946941578234
0	2	8	4799.0	8788.0	7573.0192307692305	897.9125072052029	5280.839743589743	0.2746041243402072
0	2	9	4114.0	7436.0	5993.00641025641	846.4685692146643	3700.826923076923	0.19244332073886788
0	2	10	5144.0	7727.0	6824.108974358975	689.7675491924372	4531.929487179487	0.23566072610121017
0	2	11	5731.0	8492.0	7532.7307692307695	614.128507579106	5240.551282051282	0.27250912084853474
0	2	12	4366.0	8440.0	6811.429487179487	902.210240230352	4519.25	0.23500139166898612
0	2	13	3849.0	6651.0	5592.339743589743	708.6164392837352	3300.160256410256	0.1716086193476989
0	2	14	3756.0	6245.0	5319.1858974358975	619.7458251572451	3027.00641025641	0.15740459567432613
0	2	15	2891.0	4047.0	3663.5576923076924	252.910292406147	1371.378205128205	0.07131178551964253
0	2	16	3023.0	4554.0	3973.121794871795	391.07171758657324	1680.9423076923076	0.08740914568190947
0	2	17	3455.0	6027.0	4949.301282051282	607.9899661722121	2657.121794871795	0.13817056361760602
0	2	18	4299.0	7255.0	6190.846153846154	807.237600660794	3898.666666666667	0.20273100455167425
0	2	19	4544.0	7959.0	6722.628205128205	902.7538457619818	4430.448717948718	0.2303837173061955
0	2	20	3948.0	6327.0	5526.2307692307695	663.0525580895393	3234.051282051282	0.16817094695157825
0	2	21	2904.0	5786.0	3764.4551282051284	673.1035806111838	1472.275641025641	0.07655846093076822
