spot	row	col	min	max	mean	std_deviation	mean_minus_min	normalized_mean
0	0	0	2406.0	7053.0	4974.929487179487	1496.881416693061	2611.1025641025644	0.13620009843888764
0	0	1	3590.0	7269.0	6038.352564102564	947.714301610593	3674.5256410256416	0.19167027787586
0	0	2	3413.0	7192.0	5844.397435897436	1062.8176166148787	3480.5705128205127	0.18155320782375156
0	0	3	2203.0	3681.0	2666.096153846154	359.0289192924958	302.26923076923094	0.015766940583571414
0	0	4	2021.0	3259.0	2363.826923076923	249.41001773764182	0.0	0.0
0	0	5	2345.0	4159.0	3093.7051282051284	406.1080933167952	729.8782051282055	0.03807184166318922
0	0	6	5246.0	10901.0	9159.865384615385	1275.5524550690789	6796.038461538462	0.35449435046383976
0	0	7	5648.0	10776.0	8882.49358974359	1100.6592481798373	6518.666666666667	0.3400261077049829
0	0	8	6282.0	11086.0	9352.26282051282	1202.756479855575	6988.4358974358975	0.36453016830909807
0	0	9	5762.0	10073.0	8486.865384615385	1028.1807553308681	6123.038461538462	0.3193893846499534
0	0	10	5420.0	9685.0	8062.647435897436	906.8638038689032	5698.820512820513	0.29726136594656477
0	0	11	6189.0	12331.0	10322.942307692309	1512.2359443846167	7959.115384615386	0.41516266491188647
0	0	12	9552.0	16710.0	14012.346153846154	1524.4129685748887	11648.51923076923	0.6076090183930921
0	0	13	6188.0	11307.0	9053.47435897436	1099.6060141864768	6689.6474358974365	0.3489447912988583
0	0	14	5182.0	8502.0	7215.25641025641	754.459839858056	4851.429487179487	0.2530598310489091
0	0	15	5050.0	9397.0	7076.0641025641025	965.2078076732404	4712.23717948718	0.2457992943429739
0	0	16	3847.0	8227.0	6121.74358974359	1184.1169399083851	3757.916666666667	0.196020113097722
0	0	17	4475.0	8923.0	7257.532051282052	1321.1047499181927	4893.705128205129	0.2552650092553954
0	0	18	4716.0	8358.0	7115.01282051282	893.2026319766741	4751.1858974358975	0.24783093388544705
0	0	19	4267.0	7181.0	6201.74358974359	846.6072469591817	3837.916666666667	0.20019306594335484
0	0	20	3826.0	8581.0	6522.916666666667	1536.739652886164	4159.089743589744	0.21694606725943996
0	0	21	4841.0	11214.0	8659.057692307691	2073.317479510476	6295.230769230769	0.32837126440471215
0	0	22	4269.0	9196.0	7189.0	1637.3205924865922	4825.173076923077	0.25169024652521427
0	0	23	4152.0	8566.0	5434.974358974359	1050.667191705058	3071.1474358974365	0.16019691789982773
0	1	0	3451.0	5411.0	4714.782051282052	480.41873261094537	2350.955128205129	0.12263031115248399
0	1	1	5994.0	10953.0	8981.948717948719	1350.230980454452	6618.121794871796	0.3452138772081875
0	1	2	7285.0	12509.0	10356.692307692309	1107.1737318309965	7992.865384615386	0.41692312939363785
0	1	3	6915.0	11846.0	9989.679487179486	1089.598096886095	7625.8525641025635	0.3977790394718539
0	1	4	6187.0	11268.0	9876.73076923077	1079.7402754973148	7512.903846153847	0.3918874185471704
0	1	5	5473.0	9280.0	7892.115384615385	995.4127557663865	5528.288461538462	0.28836608833820176
0	1	6	5283.0	8282.0	7330.673076923077	764.8162432768729	4966.846153846154	0.2590801848939107
0	1	7	5367.0	9329.0	7819.544871794872	1141.8177604037921	5455.717948717949	0.28458067173840934
0	1	8	5387.0	7608.0	6923.525641025641	451.50001534266323	4559.698717948718	0.23784259675365665
0	1	9	4897.0	7697.0	6617.032051282052	670.060973825149	4253.205128205129	0.22185530553504745
0	1	10	5124.0	6911.0	6278.596153846154	424.6680643612579	3914.7692307692314	0.20420184251917953
0	1	11	6261.0	9469.0	8366.333333333334	846.1433138227128	6002.506410256411	0.31310220257011095
0	1	12	4560.0	8298.0	7001.25	849.801241467674	4637.423076923077	0.24189684781561965
0	1	13	5614.0	11473.0	8980.435897435897	1335.1463526374646	6616.608974358974	0.34513496559988865
